password,is_superuser,username,first_name,last_name,email,is_staff,is_active,date_joined
pbkdf2_sha256$1000000$diwr0kOdaG0mLJgmMHMBBE$wN2XnUI6DK96fA/CpFjuXF7rIaOM8COAcQTw5gBc9HE=,FALSE,user1,1234,1234,1234@1234.com,FALSE,TRUE,2026-01-01 00:00:00+00:00
pbkdf2_sha256$1000000$diwr0kOdaG0mLJgmMHMBBE$wN2XnUI6DK96fA/CpFjuXF7rIaOM8COAcQTw5gBc9HE=,FALSE,user2,1234,1234,1234@1234.com,FALSE,TRUE,2026-01-01 00:00:00+00:00
pbkdf2_sha256$1000000$diwr0kOdaG0mLJgmMHMBBE$wN2XnUI6DK96fA/CpFjuXF7rIaOM8COAcQTw5gBc9HE=,FALSE,user3,1234,1234,1234@1234.com,FALSE,TRUE,2026-01-01 00:00:00+00:00
pbkdf2_sha256$1000000$diwr0kOdaG0mLJgmMHMBBE$wN2XnUI6DK96fA/CpFjuXF7rIaOM8COAcQTw5gBc9HE=,FALSE,user4,1234,1234,1234@1234.com,FALSE,TRUE,2026-01-01 00:00:00+00:00
pbkdf2_sha256$1000000$diwr0kOdaG0mLJgmMHMBBE$wN2XnUI6DK96fA/CpFjuXF7rIaOM8COAcQTw5gBc9HE=,FALSE,user5,1234,1234,1234@1234.com,FALSE,TRUE,2026-01-01 00:00:00+00:00
pbkdf2_sha256$1000000$diwr0kOdaG0mLJgmMHMBBE$wN2XnUI6DK96fA/CpFjuXF7rIaOM8COAcQTw5gBc9HE=,FALSE,user6,1234,1234,1234@1234.com,FALSE,TRUE,2026-01-01 00:00:00+00:00
pbkdf2_sha256$1000000$diwr0kOdaG0mLJgmMHMBBE$wN2XnUI6DK96fA/CpFjuXF7rIaOM8COAcQTw5gBc9HE=,FALSE,user7,1234,1234,1234@1234.com,FALSE,TRUE,2026-01-01 00:00:00+00:00
pbkdf2_sha256$1000000$diwr0kOdaG0mLJgmMHMBBE$wN2XnUI6DK96fA/CpFjuXF7rIaOM8COAcQTw5gBc9HE=,FALSE,user8,1234,1234,1234@1234.com,FALSE,TRUE,2026-01-01 00:00:00+00:00
pbkdf2_sha256$1000000$diwr0kOdaG0mLJgmMHMBBE$wN2XnUI6DK96fA/CpFjuXF7rIaOM8COAcQTw5gBc9HE=,FALSE,user9,1234,1234,1234@1234.com,FALSE,TRUE,2026-01-01 00:00:00+00:00
pbkdf2_sha256$1000000$diwr0kOdaG0mLJgmMHMBBE$wN2XnUI6DK96fA/CpFjuXF7rIaOM8COAcQTw5gBc9HE=,FALSE,user10,1234,1234,1234@1234.com,FALSE,TRUE,2026-01-01 00:00:00+00:00
pbkdf2_sha256$1000000$diwr0kOdaG0mLJgmMHMBBE$wN2XnUI6DK96fA/CpFjuXF7rIaOM8COAcQTw5gBc9HE=,FALSE,user11,1234,1234,1234@1234.com,FALSE,TRUE,2026-01-01 00:00:00+00:00
pbkdf2_sha256$1000000$diwr0kOdaG0mLJgmMHMBBE$wN2XnUI6DK96fA/CpFjuXF7rIaOM8COAcQTw5gBc9HE=,FALSE,user12,1234,1234,1234@1234.com,FALSE,TRUE,2026-01-01 00:00:00+00:00
pbkdf2_sha256$1000000$diwr0kOdaG0mLJgmMHMBBE$wN2XnUI6DK96fA/CpFjuXF7rIaOM8COAcQTw5gBc9HE=,FALSE,user13,1234,1234,1234@1234.com,FALSE,TRUE,2026-01-01 00:00:00+00:00
pbkdf2_sha256$1000000$diwr0kOdaG0mLJgmMHMBBE$wN2XnUI6DK96fA/CpFjuXF7rIaOM8COAcQTw5gBc9HE=,FALSE,user14,1234,1234,1234@1234.com,FALSE,TRUE,2026-01-01 00:00:00+00:00
pbkdf2_sha256$1000000$diwr0kOdaG0mLJgmMHMBBE$wN2XnUI6DK96fA/CpFjuXF7rIaOM8COAcQTw5gBc9HE=,FALSE,user15,1234,1234,1234@1234.com,FALSE,TRUE,2026-01-01 00:00:00+00:00
pbkdf2_sha256$1000000$diwr0kOdaG0mLJgmMHMBBE$wN2XnUI6DK96fA/CpFjuXF7rIaOM8COAcQTw5gBc9HE=,FALSE,user16,1234,1234,1234@1234.com,FALSE,TRUE,2026-01-01 00:00:00+00:00
pbkdf2_sha256$1000000$diwr0kOdaG0mLJgmMHMBBE$wN2XnUI6DK96fA/CpFjuXF7rIaOM8COAcQTw5gBc9HE=,FALSE,user17,1234,1234,1234@1234.com,FALSE,TRUE,2026-01-01 00:00:00+00:00
pbkdf2_sha256$1000000$diwr0kOdaG0mLJgmMHMBBE$wN2XnUI6DK96fA/CpFjuXF7rIaOM8COAcQTw5gBc9HE=,FALSE,user18,1234,1234,1234@1234.com,FALSE,TRUE,2026-01-01 00:00:00+00:00
pbkdf2_sha256$1000000$diwr0kOdaG0mLJgmMHMBBE$wN2XnUI6DK96fA/CpFjuXF7rIaOM8COAcQTw5gBc9HE=,FALSE,user19,1234,1234,1234@1234.com,FALSE,TRUE,2026-01-01 00:00:00+00:00
pbkdf2_sha256$1000000$diwr0kOdaG0mLJgmMHMBBE$wN2XnUI6DK96fA/CpFjuXF7rIaOM8COAcQTw5gBc9HE=,FALSE,user20,1234,1234,1234@1234.com,FALSE,TRUE,2026-01-01 00:00:00+00:00
